"com_name","com_code","nat"
"Cuers","83049",393.121321199127
"Cuffies","02245",305.234120359329
"Cuffy","18082",432.603098392471
"Cugand","85076",260.913009336009
"Cuges-les-Pins","13030",411.009954313031
"Cugnaux","31157",187.10675000766
"Cugney","70192",332.896521587135
"Cugny","02246",288.657929393772
"Cuguen","35092",284.628422184151
"Cuguron","31158",296.034705316198
"Cuhon","86089",266.024843373494
"Cuignières","60186",271.948878522589
"Cuigy-en-Bray","60187",290.44898538961
"Cuillé","53088",270.43429263637
"Cuinchy","62262",255.306836705341
"Cuincy","59165",219.435592255125
"Cuinzier","42079",298.383784170603
"Cuirieux","02248",272.322890103218
"Cuiry-Housse","02249",285.059412394655
"Cuiry-lès-Chaudardes","02250",347.837724000613
"Cuiry-lès-Iviers","02251",291.071992110454
"Cuis","51200",281.259504052489
"Cuise-la-Motte","60188",432.241233277923
"Cuiseaux","71157",372.564583838648
"Cuiserey","21215",268.993900905433
"Cuisery","71158",282.017674907943
"Cuisia","39185",354.874820255723
"Cuisles","51201",307.263728813559
"Cuissai","61141",349.552749417876
"Cuissy-et-Geny","02252",345.988848484848
"Cuisy","55137",295.776015641973
"Cuisy","77150",333.291061787642
"Cuisy-en-Almont","02253",326.444069431051
"Culan","18083",290.533622214713
"Culètre","21216",320.056592974172
"Culey","55138",413.065300942712
"Culey-le-Patry","14211",330.267737755895
"Culhat","63131",294.928044201724
"Culin","38141",278.484671930302
"Culles-les-Roches","71159",341.68037063692
"Culmont","52155",324.638345577712
"Culoz","01138",411.098728119884
"Cult","70193",331.758930122156
"Cultures","48055",338.583866057839
"Cumières","51202",268.818315508021
"Cumières-le-Mort-Homme","55139",367.936321989529
"Cumiès","11114",326.288888888889
"Cumont","82047",301.288100773098
"Cunac","81074",271.369531102881
"Cuncy-lès-Varzy","58093",340.407269874477
"Cunèges","24148",356.535116834838
"Cunel","55140",345.678675338011
"Cunelières","90031",324.450455806579
"Cunfin","10119",486.873582315972
"Cunlhat","63132",358.794950862751
"Cuperly","51203",295.854479832594
"Cuq","47076",312.962995427732
"Cuq","81075",316.552547307132
"Cuq-Toulza","81076",296.640614228595
"Cuqueron","64197",341.406993795826
"Curac","16117",294.620980707396
"Curan","12307",302.434354400172
"Curbans","04066",461.710193626573
"Curbigny","71160",278.235709805561
"Curçay-sur-Dive","86090",311.545665732394
"Curchy","80230",253.917114382972
"Curciat-Dongalon","01139",286.591922563418
"Curdin","71161",320.167854472963
"Curel","04067",504.004998496693
"Curel","52156",441.475278943597
"Curemonte","19067",350.522618121941
"Cures","72111",264.474831344058
"Curgies","59166",237.724429752066
"Curgy","71162",303.602879749631
"Curienne","73097",390.077868467961
"Curières","12088",436.142768898155
"Curis-au-Mont-d'Or","69071",320.594541655785
"Curley","21217",410.080011289071
"Curlu","80231",308.591284901057
"Curmont","52157",355.860370721147
"Curnier","26112",432.467343118905
"Cursan","33145",393.542727152842
"Curtafond","01140",291.017434895012
"Curtil-Saint-Seine","21218",435.41564190851
"Curtil-sous-Buffières","71163",322.245159820818
"Curtil-sous-Burnand","71164",329.543817641988
"Curtil-Vergy","21219",358.781231671554
"Curvalle","81077",357.861663428548
"Curzay-sur-Vonne","86091",295.298799563478
"Curzon","85077",261.059752886368
"Cusance","25183",407.846994535519
"Cuse-et-Adrisans","25184",346.015166908563
"Cusey","52158",306.836362083689
"Cussac","15059",298.818849343469
"Cussac","87054",387.966054252125
"Cussac-Fort-Médoc","33146",352.73180156658
"Cussac-sur-Loire","43084",353.169050309809
"Cussangy","10120",347.528597388486
"Cussay","37094",291.761790101682
"Cusset","03095",282.476929857701
"Cussey-les-Forges","21220",490.517676465049
"Cussey-sur-l'Ognon","25186",349.240923737916
"Cussey-sur-Lison","25185",419.59832873026
"Cussy","14214",245.334440937033
"Cussy-en-Morvan","71165",413.756240553291
"Cussy-la-Colonne","21221",361.503841355309
"Cussy-le-Châtel","21222",309.150618641738
"Cussy-les-Forges","89134",321.235657829498
"Custines","54150",349.102291325696
"Cusy","74097",397.201308840413
"Cutry","02254",302.934181002244
"Cutry","54151",281.867773636056
"Cuts","60189",323.608719646799
"Cutting","57161",335.395573498666
"Cuttoli-Corticchiato","2A103",442.46905677596
"Cuvat","74098",335.426166794185
"Cuve","70194",455.136616915423
"Cuvergnon","60190",301.12586918731
"Cuverville","14215",219.875072296125
"Cuverville","27194",311.99536977492
"Cuverville","76206",294.602882659828
"Cuverville-sur-Yères","76207",343.307201033332
"Cuves","50158",264.118505498099
"Cuves","52159",348.621473932949
"Cuvier","39187",407.665721629999
"Cuvillers","59167",251.565814784281
"Cuvilly","60191",272.538828874774
"Cuvry","57162",254.316188373804
"Cuxac-Cabardès","11115",392.031716242845
"Cuxac-d'Aude","11116",317.772310855716
"Cuy","60192",317.033646249651
"Cuy","89136",255.540557068994
"Cuy-Saint-Fiacre","76208",275.619449268172
"Cuzac","46085",407.624960076653
"Cuzance","46086",384.995870126342
"Cuzieu","01141",371.306411735619
"Cuzieu","42081",274.328262665198
"Cuzion","36062",326.293696183693
"Cuzorn","47077",415.388091187479
"Cuzy","71166",298.479948654391
"Cys-la-Commune","02255",328.692161132281
"Cysoing","59168",273.266432953549
"D'Huison-Longueville","91198",371.25725572396
"Dabo","57163",483.171667284027
"Dachstein","67080",247.022254397254
"Dadonville","45119",244.008719786704
"Daglan","24150",433.012130005804
"Dagneux","01142",240.946916106402
"Dagny","77151",302.511849784319
"Dagny-Lambercy","02256",286.761304434281
"Dagonville","55141",324.420001840096
"Dahlenheim","67081",260.871919396927
"Daignac","33147",373.561311886359
"Daigny","08136",331.196134574087
"Daillancourt","52160",369.739375062795
"Daillecourt","52161",287.970300243441
"Dainville","62263",227.496612874623
"Dainville-Bertheléville","55142",420.27869031649
"Daix","21223",340.273326953312
"Dalem","57165",353.247103617079
"Dalhain","57166",281.965047099653
"Dalhunden","67082",369.580239553412
"Dallon","02257",269.984380399475
"Dalou","09104",409.866277869529
"Dalstein","57167",396.152508293958
"Daluis","06053",518.29782290246
"Damas-aux-Bois","88121",452.500869658291
"Damas-et-Bettegney","88122",314.923549433601
"Damazan","47078",274.198624143128
"Dambach","67083",493.96942768522
"Dambach-la-Ville","67084",346.672225188593
"Dambelin","25187",412.218655903645
"Dambenois","25188",323.984495177634
"Dambenoît-lès-Colombe","70195",426.288013166316
"Damblain","88123",305.586694462068
"Damblainville","14216",283.760576680937
"Dambron","28121",243.197070483102
"Dame-Marie","61142",277.895987487217
"Dame-Marie-les-Bois","37095",357.187229485521
"Damelevières","54152",356.445111534144
"Daméraucourt","60193",295.460728103296
"Damerey","71167",318.023885784381
"Damery","51204",304.032372986369
"Damery","80232",236.889135073035
"Damgan","56052",329.739410151356
"Damiatte","81078",365.448741097402
"Damigny","61143",222.221399511798
"Damloup","55143",354.485401735194
"Dammard","02258",287.90531496063
"Dammarie","28122",254.440093205968
"Dammarie-en-Puisaye","45120",370.97863426248
"Dammarie-les-Lys","77152",299.314721206937
"Dammarie-sur-Loing","45121",324.988077325969
"Dammarie-sur-Saulx","55144",391.256392416072
"Dammartin-en-Goële","77153",264.54360945952
"Dammartin-en-Serve","78192",283.102077817428
"Dammartin-les-Templiers","25189",375.177819578964
"Dammartin-Marpain","39188",311.385968638278
"Dammartin-sur-Meuse","52162",294.667778198813
"Dammartin-sur-Tigeaux","77154",390.065486178575
"Damousies","59169",287.484976152623
"Damouzy","08137",348.202010186145
"Damparis","39189",317.577301444043
"Dampierre","10121",306.358892712935
"Dampierre","39190",344.376172296456
"Dampierre","52163",315.910772257747
"Dampierre-au-Temple","51205",262.083750195404
"Dampierre-en-Bray","76209",269.532371416133
"Dampierre-en-Bresse","71168",315.44156266956
"Dampierre-en-Burly","45122",421.835344421195
"Dampierre-en-Crot","18084",307.767120815664
"Dampierre-en-Graçay","18085",311.283477457812
"Dampierre-en-Montagne","21224",333.248729009398
"Dampierre-en-Yvelines","78193",395.451397994259
"Dampierre-et-Flée","21225",335.486285133762
"Dampierre-le-Château","51206",273.4499729973
"Dampierre-les-Bois","25190",362.615049438579
"Dampierre-lès-Conflans","70196",426.930352272291
"Dampierre-Saint-Nicolas","76210",320.269051005893
"Dampierre-sous-Bouhy","58094",311.366341736365
"Dampierre-sous-Brou","28123",278.418829558605
"Dampierre-sur-Avre","28124",332.307528192624
"Dampierre-sur-Boutonne","17138",331.666023987071
"Dampierre-sur-le-Doubs","25191",354.573964497041
"Dampierre-sur-Linotte","70197",387.657992610091
"Dampierre-sur-Moivre","51208",264.127886755704
"Dampierre-sur-Salon","70198",322.368699927939
"Dampjoux","25192",439.635455469015
"Dampleux","02259",468.531230191623
"Dampmart","77155",296.810514270328
"Dampniat","19068",365.549888444975
"Damprichard","25193",346.904021132962
"Dampvalley-lès-Colombe","70199",382.573042362003
"Dampvalley-Saint-Pancras","70200",426.559890719713
"Dampvitoux","54153",329.3544808839
"Damrémont","52164",344.439274974942
"Damvillers","55145",343.160199026595
"Damvix","85078",291.462024660657
"Dancevoir","52165",404.228997014645
"Dancourt","76211",354.44356943961
"Dancourt-Popincourt","80233",253.809420388218
"Dancy","28126",272.023635703626
"Danestal","14218",296.427032136106
"Dangé-Saint-Romain","86092",293.071369513792
"Dangeau","28127",282.2109430094
"Dangers","28128",288.333603020496
"Dangeul","72112",269.201857796211
"Dangolsheim","67085",302.028369405881
"Dangu","27199",299.552033702793
"Dangy","50159",280.826938545689
"Danizy","02260",303.669226694915
"Danjoutin","90032",277.525683216483
"Danne-et-Quatre-Vents","57168",372.68725033289
"Dannelbourg","57169",326.49501750606
"Dannemarie","25194",434.741867785939
"Dannemarie","68068",270.768030831345
"Dannemarie","78194",275.811093061035
"Dannemarie-sur-Crète","25195",277.775308400235
"Dannemoine","89137",367.067030823254
"Dannemois","91195",332.183853748406
"Dannes","62264",357.794657698404
"Dannevoux","55146",357.033964041333
"Danzé","41073",295.801536359894
"Daon","53089",302.164117195216
"Daoulas","29043",286.752202723367
"Daours","80234",276.348021828104
"Darazac","19069",420.770441364664
"Darbonnay","39191",342.80129940444
"Darbres","07077",430.466881515662
"Darcey","21226",338.733699324324
"Dardenac","33148",373.42983159583
"Dardez","27200",292.661836421903
"Dardilly","69072",258.353257315097
"Dargies","60194",273.115266690606
"Dargnies","80235",252.870276671332
"Dargoire","42083",304.732819658476
"Darmannes","52167",346.978473751936
"Darnétal","76212",276.955767350929
"Darnets","19070",408.891369739821
"Darney","88124",430.218637080767
"Darney-aux-Chênes","88125",332.836986082227
"Darnieulles","88126",337.39468503937
"Darois","21227",358.062849231074
"Darvault","77156",307.807251032584
"Darvoy","45123",255.59725015199
"Dasle","25196",344.930227580795
"Daubensand","67086",387.022454048684
"Daubeuf-la-Campagne","27201",269.751311323666
"Daubeuf-près-Vatteville","27202",320.690063230775
"Daubeuf-Serville","76213",276.531475005143
"Daubèze","33149",358.444467860906
"Dauendorf","67087",302.452390939597
"Daumazan-sur-Arize","09105",340.487950767815
"Dauphin","04068",377.665460459443
"Dausse","47079",302.943568274359
"Daux","31160",310.957438251159
"Dauzat-sur-Vodable","63134",391.742980958634
"Davayat","63135",239.988429470818
"Davayé","71169",262.471197162849
"Davejean","11117",477.192747812345
"Davenescourt","80236",309.433595729585
"Davézieux","07078",214.444498505595
"Davignac","19071",399.173474970974
"Davrey","10122",294.092292975086
"Davron","78196",275.609870198326
"Dax","40088",268.740857375051
"Deauville","14220",195.007060699237
"Deaux","30101",403.64318612842
"Débats-Rivière-d'Orpra","42084",418.479079008883
"Decazeville","12089",345.282110682111
"Dechy","59170",243.400479719022
"Décines-Charpieu","69275",215.624660739354
"Decize","58095",315.522580377859
"Dégagnac","46087",426.172231726119
"Degré","72113",259.172674371616
"Dehault","72114",282.679056309815
"Dehéries","59171",274.44764121007
"Dehlingen","67088",262.039017398575
"Deinvillers","88127",343.623330686494
"Delain","70201",338.708533772652
"Delettes","62265",260.656836751258
"Delincourt","60195",298.022468544038
"Delle","90033",324.877647870918
"Delme","57171",262.316180495816
"Delouze-Rosières","55148",312.378031573623
"Delut","55149",318.056823454967
"Deluz","25197",439.947715378422
"Demandolx","04069",520.543819349815
"Demange-Baudignécourt","55150",346.166698657658
"Demangevelle","70202",380.33010237421
"Demi-Quartier","74099",388.084645313065
"Demigny","71170",389.284901667408
"Démouville","14221",206.979133946601
"Dému","32115",332.689579236032
"Démuin","80237",266.561004024571
"Denain","59172",196.601466316226
"Dénat","81079",294.761953822582
"Denazé","53090",275.855083688309
"Denée","49120",291.623098859316
"Dénestanville","76214",282.150194669063
"Deneuille-lès-Chantelle","03096",362.237305397934
"Deneuille-les-Mines","03097",296.538506901278
"Deneuvre","54154",481.64657818512
"Denèvre","70204",325.741102340396
"Dénezé-sous-Doué","49121",314.676365518162
"Denezières","39192",436.182259268475
"Denguin","64198",300.980735551664
"Denicé","69074",273.504609269283
"Denier","62266",303.024365221852
"Denipaire","88128",418.65910386501
"Dennebrœucq","62267",279.793184740677
"Dennevy","71171",270.83437391606
"Denney","90034",291.056133288606
"Denonville","28129",272.766220992777
"Denting","57172",290.209585062241
"Déols","36063",233.499036220472
"Derbamont","88129",383.381182639091
"Dercé","86093",310.69318882435
"Dercy","02261",299.013520105931
"Dernacueillette","11118",472.036397691607
"Dernancourt","80238",251.91888909325
"Derval","44051",265.882358482863
"Désaignes","07079",459.832549827111
"Désandans","25198",343.666958105647
"Descartes","37115",285.101172297262
"Désertines","03098",279.341304032141
"Désertines","53091",276.534020744917
"Déservillers","25199",351.28173286025
"Desges","43085",487.891289380594
"Desingy","74100",329.127603172583
"Desmonts","45124",256.88328128956
"Desnes","39194",349.736463803047
"Desseling","57173",336.133954663929
"Dessenheim","68069",311.880547004251
"Destord","88130",345.835634708928
"Destry","57174",280.599803400023
"Desvres","62268",366.440721868365
"Détain-et-Bruant","21228",446.129976822045
"Détrier","73099",352.506021962451
"Dettey","71172",342.734190286284
"Dettwiller","67089",253.733841429576
"Deuil-la-Barre","95197",152.598307082396
"Deuillet","02262",305.12901865711
"Deûlémont","59173",262.550985052979
"Deux Rivières","89130",356.845972455661
"Deux-Chaises","03099",272.295675361195
"Deux-Grosnes","69135",315.700706739177
"Deux-Jumeaux","14224",277.037487828627
"Deux-Verges","15060",419.385645763013
"Deuxville","54155",267.530479035292
"Devay","58096",311.189379459735
"Devecey","25200",319.384837777064
"Devesset","07080",423.710017669513
"Devèze","65155",334.535095219588
"Deviat","16118",366.568270234368
"Dévillac","47080",377.146758417727
"Deville","08139",441.927726809378
"Déville-lès-Rouen","76216",202.747139444235
"Devise","80239",272.668260176735
"Dévoluy","05139",467.017644546416
"Devrouze","71173",307.115676985788
"Deycimont","88131",398.677825320916
"Deyme","31161",267.606546159548
"Deyvillers","88132",413.309500805153
"Dezize-lès-Maranges","71174",310.508213312573
"Dhuisy","77157",342.293407294684
"Dhuizel","02263",303.47502613544
"Dhuizon","41074",401.023351275655
"Dhuys et Morin-en-Brie","02458",307.521960889792
"Dialan sur Chaîne","14347",299.582775708033
"Diancey","21229",286.445737364044
"Diane-Capelle","57175",375.738860780153
"Diant","77158",329.908160664215
"Diarville","54156",286.298966853207
"Diconne","71175",372.966453833491
"Die","26113",391.224233227059
"Diebling","57176",316.008904946061
"Diebolsheim","67090",288.714716251564
"Diedendorf","67091",439.30384319754
"Dieffenbach-au-Val","67092",397.66405648267
"Dieffenbach-lès-Wœrth","67093",327.573783272079
"Dieffenthal","67094",357.822805139186
"Diefmatten","68071",370.008515505846
"Dième","69075",330.903895174634
"Diemeringen","67095",326.482321428571
"Diémoz","38144",271.930433526012
"Diénay","21230",390.080260918888
"Dienne","15061",323.863223643856
"Dienné","86094",319.515203909906
"Diennes-Aubigny","58097",353.400373078325
"Dienville","10123",415.677777343597
"Dieppe","76217",210.90774044909
"Dieppe-sous-Douaumont","55153",302.812023460411
"Dierre","37096",341.020871985158
"Dierrey-Saint-Julien","10124",267.836687102719
"Dierrey-Saint-Pierre","10125",268.314032082804
"Diesen","57765",382.319549147332
"Dietwiller","68072",377.779887177262
"Dieudonné","60197",311.294933169928
"Dieue-sur-Meuse","55154",327.611982237387
"Dieulefit","26114",479.155350644455
"Dieulivol","33150",322.895321234398
"Dieulouard","54157",304.81870917746
"Dieupentale","82048",283.951506955178
"Dieuze","57177",323.446415747898
"Diéval","62269",291.740601997897
"Diffembach-lès-Hellimer","57178",285.242361542175
"Diges","89139",333.618187885867
"Digna","39197",341.295022305706
"Dignac","16119",382.287394446778
"Digne-les-Bains","04070",444.322864674292
"Dignonville","88133",364.561772815926
"Digny","28130",295.914719764012
"Digoin","71176",265.717730900798
"Digosville","50162",277.343891984569
"Dijon","21231",174.421193514343
"Dimancheville","45125",279.143002372077
"Dimbsthal","67096",344.394153016795
"Dimechaux","59174",315.831336178595
"Dimont","59175",306.203240691061
"Dinan","22050",225.650444913311
"Dinard","35093",230.715936082919
"Dinéault","29044",324.340275999682
"Dingé","35094",334.159236002093
"Dingsheim","67097",228.596717467761
"Dingy-en-Vuache","74101",316.368189169595
"Dingy-Saint-Clair","74102",499.81450529244
"Dinozé","88134",405.595888520971
"Dinsac","87056",277.904552038072
"Dinsheim-sur-Bruche","67098",299.747108898169
"Dinteville","52168",403.264448916172
"Dio-et-Valquières","34093",452.202114654599
"Dions","30102",412.391873278237
"Diors","36064",309.628756103668
"Diou","03100",303.615620047851
"Diou","36065",281.590226917997
"Dirac","16120",391.412289744981
"Dirinon","29045",306.545302918813
"Dirol","58098",332.808017668875
"Dissangis","89141",337.161873055722
"Dissay","86095",311.245431252439
"Dissay-sous-Courcillon","72115",285.416684647444
"Distré","49123",269.996709558332
"Distroff","57179",306.660606060606
"Diusse","64199",319.847649426597
"Divajeu","26115",388.833631376353
"Divatte-sur-Loire","44029",270.912353650429
"Dives","60198",296.981674520444
"Dives-sur-Mer","14225",275.585861199146
"Divion","62270",252.522292993631
"Divonne-les-Bains","01143",440.072589562798
"Dixmont","89142",381.401133873273
"Dizimieu","38146",387.676300099371
"Dizy","51210",237.740079860245
"Dizy-le-Gros","02264",250.400458167331
"Doazit","40089",315.733353467879
"Doazon","64200",330.131006079623
"Docelles","88135",407.999075187275
"Dœuil-sur-le-Mignon","17139",277.553845207838
"Dognen","64201",329.298802182163
"Dogneville","88136",328.15667928231
"Dohem","62271",262.643293872772
"Dohis","02265",292.53171252487
"Doignies","59176",249.661422448869
"Doingt","80240",276.648709781655
"Doissat","24151",403.995356313627
"Doissin","38147",277.825747908691
"Doix lès Fontaines","85080",266.400093432995
"Doizieux","42085",410.485192936185
"Dol-de-Bretagne","35095",244.085319658824
"Dolaincourt","88137",382.57379038374
"Dolancourt","10126",338.062346185398
"Dolcourt","54158",362.545025250869
"Dole","39198",306.359557758132
"Dolignon","02266",309.307895398542
"Dolleren","68073",464.667163175091
"Dollon","72118",308.832924643969
"Dollot","89143",271.883732482744
"Dolmayrac","47081",315.303363864131
"Dolomieu","38148",280.118004611193
"Dolus-d'Oléron","17140",378.211190979563
"Dolus-le-Sec","37097",280.967018910708
"Dolving","57180",339.41552484213
"Dom-le-Mesnil","08140",316.181088043643
"Domagné","35096",255.042208545422
"Domaize","63136",356.791789097899
"Domalain","35097",263.632601492288
"Domancy","74103",291.621755186271
"Domarin","38149",290.092382709541
"Domart-en-Ponthieu","80241",278.246994924762
"Domart-sur-la-Luce","80242",262.371818602499
"Domats","89144",380.560537217693
"Domazan","30103",339.208328929289
"Dombasle-devant-Darney","88138",368.926822645608
"Dombasle-en-Argonne","55155",325.124628670121
"Dombasle-en-Xaintois","88139",317.858745537991
"Dombasle-sur-Meurthe","54159",275.786144791888
"Domblain","52169",321.358566629339
"Domblans","39199",317.830070308275
"Dombras","55156",356.940401371233
"Dombrot-le-Sec","88140",336.400699801863
"Dombrot-sur-Vair","88141",368.364535266974
"Domecy-sur-Cure","89145",404.386922196574
"Domecy-sur-le-Vault","89146",328.45764797306
"Doméliers","60199",261.452519064068
"Domène","38150",268.95554408729
"Domérat","03101",259.979228755652
"Domesmont","80243",293.528386964542
"Domessargues","30104",417.539243876464
"Domessin","73100",270.14643993149
"Domèvre-en-Haye","54160",375.506262176454
"Domèvre-sous-Montfort","88144",335.731560891938
"Domèvre-sur-Avière","88142",421.417091781121
"Domèvre-sur-Durbion","88143",390.0078279112
"Domèvre-sur-Vezouze","54161",381.172468229537
"Domeyrat","43086",390.158936197201
"Domeyrot","23072",327.656282617423
"Domezain-Berraute","64202",335.134298284531
"Domfaing","88145",425.972598584429
"Domfessel","67099",293.660745206182
"Domfront","60200",267.90947035118
"Domfront en Poiraie","61145",292.26555015153
"Domfront-en-Champagne","72119",281.902668491276
"Domgermain","54162",393.7819334486
"Dominois","80244",309.243855606759
"Domjean","50164",268.038141751042
"Domjevin","54163",314.683644877749
"Domjulien","88146",326.516940037645
"Domléger-Longvillers","80245",262.145138981841
"Domloup","35099",255.559671675497
"Dommarie-Eulmont","54164",338.568818068855
"Dommarien","52170",338.408689068519
"Dommartemont","54165",250.365041617122
"Dommartin","25201",341.878144214645
"Dommartin","58099",344.794531528322
"Dommartin","69076",262.860332093075
"Dommartin","80246",283.561604412735
"Dommartin-aux-Bois","88147",333.561932235127
"Dommartin-Dampierre","51211",271.548115342031
"Dommartin-la-Chaussée","54166",238.429602888087
"Dommartin-la-Montagne","55157",470.733771229067
"Dommartin-le-Coq","10127",271.402207808407
"Dommartin-le-Franc","52171",366.706928951261
"Dommartin-le-Saint-Père","52172",343.689475093733
"Dommartin-lès-Cuiseaux","71177",326.648643548996
"Dommartin-lès-Remiremont","88148",426.692179099941
"Dommartin-lès-Toul","54167",298.626860505365
"Dommartin-lès-Vallois","88149",288.53610888711
"Dommartin-Lettrée","51212",261.757045401658
"Dommartin-sous-Amance","54168",257.588062045945
"Dommartin-sous-Hans","51213",274.166964340703
"Dommartin-sur-Vraine","88150",289.553163768198
"Dommartin-Varimont","51214",267.999240339653
"Dommary-Baroncourt","55158",308.999810348642
"Domme","24152",391.549975810353
"Dommery","08141",317.944809214723
"Dommiers","02267",307.919057603178
"Domnom-lès-Dieuze","57181",300.461779034101
"Domont","95199",262.98288474163
"Dompaire","88151",343.661914995224
"Dompcevrin","55159",442.686520261629
"Dompierre","60201",273.027769784173
"Dompierre","61146",293.887223644403
"Dompierre","88152",332.727140980934
"Dompierre-aux-Bois","55160",468.03862512364
"Dompierre-Becquincourt","80247",258.177664427602
"Dompierre-en-Morvan","21232",307.921389731256
"Dompierre-les-Églises","87057",291.190186854828
"Dompierre-les-Ormes","71178",304.087017032275
"Dompierre-les-Tilleuls","25202",359.0607853355
"Dompierre-sous-Sanvignes","71179",307.654638564916
"Dompierre-sur-Authie","80248",297.199713447023
"Dompierre-sur-Besbre","03102",304.113985702689
"Dompierre-sur-Chalaronne","01146",287.772846616414
"Dompierre-sur-Charente","17141",305.208231517416
"Dompierre-sur-Helpe","59177",275.112309453516
"Dompierre-sur-Mer","17142",231.645295333406
"Dompierre-sur-Mont","39200",396.915702298031
"Dompierre-sur-Nièvre","58101",428.468487440101
"Dompierre-sur-Veyle","01145",368.971892412465
"Dompierre-sur-Yon","85081",268.868189391343
"Dompnac","07081",496.588566510942
"Domprel","25203",335.388440860215
"Dompremy","51215",272.146011865524
"Domprix","54169",269.219025309365
"Domps","87058",362.886131813532
"Domptail","88153",382.698784648188
"Domptail-en-l'Air","54170",296.401493466086
"Domptin","02268",330.76
"Domqueur","80249",270.239647910653
"Domremy-la-Canne","55162",272.236750032396
"Domrémy-la-Pucelle","88154",416.38267969482
"Domremy-Landéville","52173",388.449774789336
"Domsure","01147",320.967704759161
"Domvallier","88155",285.304164077067
"Domvast","80250",325.935488870978
"Don","59670",253.457281217572
"Donazac","11121",378.653150057274
"Donchery","08142",335.418716906064
"Doncières","88156",353.049227899264
"Doncourt-aux-Templiers","55163",293.264444588548
"Doncourt-lès-Conflans","54171",239.010870150137
"Doncourt-lès-Longuyon","54172",294.305038453245
"Doncourt-sur-Meuse","52174",322.53735116078
"Dondas","47082",336.358127330479
"Donges","44052",300.772212590747
"Donjeux","52175",371.619460828212
"Donjeux","57182",265.118967869991
"Donnay","14226",316.399053739143
"Donnazac","81080",310.169893921536
"Donnelay","57183",276.685601868929
"Donnemain-Saint-Mamès","28132",282.024643603581
"Donnemarie-Dontilly","77159",322.213844170441
"Donnement","10128",267.858812727337
"Donnenheim","67100",280.592865534551
"Donnery","45126",313.579020102817
"Donneville","31162",239.792069066433
"Donnezac","33151",394.218139917695
"Dontreix","23073",366.587483086381
"Dontrien","51216",278.947620699442
"Donville-les-Bains","50165",240.550791753809
"Donzac","33152",384.347568748862
"Donzac","82049",293.041480191031
"Donzacq","40090",340.831652917812
"Donzenac","19072",333.523336708365
"Donzère","26116",316.637341406087
"Donzy","58102",334.0830120824
"Donzy-le-Pertuis","71181",348.81393975192
"Doranges","63137",430.872210578227
"Dorans","90035",334.750761154856
"Dorat","63138",367.286407878163
"Dordives","45127",346.839271596479
"Dore-l'Église","63139",387.389599218556
"Dorengt","02269",278.894031158344
"Dorlisheim","67101",261.12175307695
"Dormans","51217",286.618277948299
"Dormelles","77161",324.604775437079
"Dornas","07082",522.603216855783
"Dornecy","58103",432.835454691924
"Dornes","58104",344.930553472326
"Dorres","66062",526.625213110052
"Dortan","01148",431.920133111481
"Dosches","10129",369.043071453686
"Dosnon","10130",292.556741510895
"Dossenheim-Kochersberg","67102",234.173030765874
"Dossenheim-sur-Zinsel","67103",412.72516953453
"Douadic","36066",344.90746773814
"Douai","59178",179.822456836486
"Douains","27203",277.307608158656
"Douarnenez","29046",283.832731954666
"Douaumont-Vaux","55537",448.974363042168
"Doubs","25204",336.815204259698
"Doucelles","72120",256.342441128887
"Douchapt","24154",346.830250835333
"Douchy","02270",258.340657603541
"Douchy-lès-Ayette","62272",275.191263537906
"Douchy-les-Mines","59179",217.34513235995
"Douchy-Montcorbon","45129",300.293527133331
"Doucier","39201",397.932511210762
"Doucy-en-Bauges","73101",488.487485871145
"Doudeauville","62273",292.438870661371
"Doudeauville","76218",272.542825134942
"Doudeauville-en-Vexin","27204",296.758613659531
"Doudelainville","80251",263.679006448531
"Doudeville","76219",266.361151473612
"Doudrac","47083",325.472062904718
"Doue","77162",301.380576013412
"Doué-en-Anjou","49125",285.068048931533
"Douelle","46088",416.444020857982
"Douillet","72121",296.841076304216
"Douilly","80252",264.597473361317
"Doulaincourt-Saucourt","52177",470.807456867496
"Doulcon","55165",326.705536524396
"Doulevant-le-Château","52178",366.478332527185
"Doulevant-le-Petit","52179",379.471887815849
"Doulezon","33153",366.148764283816
"Doullens","80253",266.845523004537
"Doumely-Bégny","08143",287.492771518238
"Doumy","64203",347.374737492279
"Dounoux","88157",342.079128637851
"Dourbies","30105",518.579020668101
"Dourdain","35101",293.78810483871
"Dourdan","91200",377.839109747536
"Dourges","62274",195.148188970393
"Dourgne","81081",386.26243229936
"Douriez","62275",299.502371595067
"Dourlers","59181",294.290307888504
"Dournazac","87060",376.422669267205
"Dournon","39202",373.049452554745
"Dours","65156",348.732571065587
"Doussard","74104",419.175316837658
"Doussay","86096",300.682018834609
"Douvaine","74105",312.886398176292
"Douville","24155",387.443362171537
"Douville-en-Auge","14227",286.770057260503
"Douville-sur-Andelle","27205",332.548794388426
"Douvrend","76220",306.340667627814
"Douvres","01149",351.05874572051
"Douvres-la-Délivrande","14228",252.770669907561
"Douvrin","62276",213.053659343842
"Doux","08144",266.202404931942
"Doux","79108",275.203332117232
"Douy-la-Ramée","77163",282.96418179994
"Douzains","47084",294.122435452307
"Douzat","16121",331.70676744105
"Douzens","11122",382.77386005006
"Douzillac","24157",391.313111271912
"Douzy","08145",293.407701288165
"Doville","50166",304.582202218521
"Doye","39203",326.012941046344
"Doyet","03104",272.399477467594
"Dozulé","14229",308.804826225527
